"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","threshold"
"HULC",3.75272863865884e-10,-3.2463730804323,0.004,0.027,1.83819906907426e-05,"down"
"YAF2",4.0002738250933e-10,0.427641166655624,0.213,0.148,1.95945412774545e-05,"ns"
"ATP5E",4.2586087207793e-10,0.277693391664036,0.29,0.214,2.08599430969933e-05,"ns"
"AC021231.1",4.34019561211639e-10,-8.59040362857011,0,0.017,2.12595801668297e-05,"down"
"SNORC",4.34019569135144e-10,-8.41402451493684,0,0.017,2.12595805549468e-05,"down"
"AC009163.1",4.34019569135144e-10,-8.55080257617601,0,0.017,2.12595805549468e-05,"down"
"AC084198.2",4.34019577058652e-10,-8.45457116399294,0,0.017,2.1259580943064e-05,"down"
"AC027117.2",4.34019577058652e-10,-8.35499691844723,0,0.017,2.1259580943064e-05,"down"
"MXD1",4.43168695421512e-10,0.368804291810001,0.108,0.063,2.17077322078319e-05,"ns"
"AMZ2",4.61701702407474e-10,0.437529104451122,0.176,0.117,2.26155344890253e-05,"ns"
"RDH11",4.80995151189029e-10,-1.89377681943142,0.02,0.052,2.35605854906922e-05,"down"
"PLEKHA7",4.81986017178408e-10,0.334281048506442,0.312,0.238,2.360912107945e-05,"ns"
"WARS",4.9138502038244e-10,-1.55175501850204,0.037,0.076,2.4069512453393e-05,"down"
"AP000462.1",5.51500396705601e-10,-4.42304270404861,0.001,0.02,2.70141439318305e-05,"down"
"SPG20",5.55378214090474e-10,0.655563795612356,0.15,0.098,2.72040910607937e-05,"ns"
"TBCK",5.75931089919732e-10,0.306034001274087,0.307,0.231,2.82108325775382e-05,"ns"
"AC005154.6",5.78538597699502e-10,0.632629516663709,0.163,0.108,2.83385561311147e-05,"ns"
"MAP4K3-DT",5.97771696274458e-10,-8.38973182772233,0,0.017,2.92806509986118e-05,"down"
"MTREX",5.97771696274458e-10,-8.22360849149405,0,0.017,2.92806509986118e-05,"down"
"AC093865.1",5.97771707187811e-10,-8.53888207965861,0,0.017,2.92806515331805e-05,"down"
"NPHP3",5.97771707187811e-10,-8.46485153461113,0,0.017,2.92806515331805e-05,"down"
"PTPA",5.97771707187811e-10,-8.55334400342291,0,0.017,2.92806515331805e-05,"down"
"ADGRL1",5.97771707187811e-10,-8.39977807027131,0,0.017,2.92806515331805e-05,"down"
"RP11-210M15.2",6.1502141849805e-10,1.07022566193402,0.063,0.029,3.012559414229e-05,"up"
"ETV6",6.31428207720866e-10,-0.712572394337772,0.186,0.249,3.09292478987912e-05,"ns"
"FN1",6.58239438890278e-10,-0.949950187284302,0.081,0.133,3.22425424351625e-05,"ns"
"OSMR",6.61500111251748e-10,-1.07998286955558,0.048,0.092,3.24022599494444e-05,"down"
"FGD4",6.77557446152751e-10,0.299584149393927,0.441,0.362,3.31887963849002e-05,"ns"
"ANK2",6.8273623135912e-10,0.165742717080289,0.87,0.801,3.34424688206638e-05,"ns"
"C1RL",6.96790789721738e-10,-1.06406259631083,0.023,0.057,3.41309032529399e-05,"down"
"RP11-692D12.1",7.32513853997257e-10,0.482463525719757,0.191,0.132,3.58807261103476e-05,"ns"
"MT-ND4L",7.49339125856947e-10,0.588404337526515,0.142,0.09,3.67048784018508e-05,"ns"
"PDE8A",7.85423164678428e-10,0.430727484316035,0.25,0.184,3.84723828754434e-05,"ns"
"GLI2",7.98281783941755e-10,-0.72849799039018,0.103,0.16,3.9102236622819e-05,"ns"
"CTD-2215E18.1",8.20808667680731e-10,0.706586626709077,0.145,0.094,4.02056709690052e-05,"ns"
"AC015983.2",8.23316916234553e-10,-8.33028063456816,0,0.017,4.03285325079171e-05,"down"
"MFSD14C",8.23316916234553e-10,-8.41730730491536,0,0.017,4.03285325079171e-05,"down"
"AL157392.3",8.23316916234553e-10,-8.48764874110811,0,0.017,4.03285325079171e-05,"down"
"ATP5IF1",8.23316931266299e-10,-8.35785926347325,0,0.017,4.03285332442171e-05,"down"
"NUP42",8.23316931266299e-10,-8.31807188413781,0,0.017,4.03285332442171e-05,"down"
"TOGARAM1",8.23316946298045e-10,-8.34845677953128,0,0.017,4.03285339805171e-05,"down"
"RPS20P14",8.93804578778969e-10,0.722638131395859,0.113,0.067,4.37812296823302e-05,"ns"
"MRVI1",9.07879183556764e-10,-0.911688625243564,0.199,0.257,4.4470646048161e-05,"ns"
"AUTS2",9.1286940494623e-10,0.208326004758015,0.748,0.664,4.47150820624812e-05,"ns"
"ENO1",1.02975933532151e-09,-0.554998854123365,0.286,0.35,5.04407015220536e-05,"ns"
"LINC01727",1.13398167700314e-09,-8.5245668224741,0,0.016,5.55458244846448e-05,"down"
"DIPK2A",1.13398169770805e-09,-8.35109876749222,0,0.016,5.55458254988332e-05,"down"
"HNRNPA1",1.13398169770805e-09,-8.36756072151572,0,0.016,5.55458254988332e-05,"down"
"ELOB",1.13398171841296e-09,-8.31685101839421,0,0.016,5.55458265130218e-05,"down"
"WAPL",1.13398173911786e-09,-8.38906764581239,0,0.016,5.55458275272099e-05,"down"
"MINDY2",1.13398173911786e-09,-8.40389376736591,0,0.016,5.55458275272099e-05,"down"
"AC012404.1",1.13398173911786e-09,-8.19760201311983,0,0.016,5.55458275272099e-05,"down"
"LINC01503",1.16567751451029e-09,-3.05532737164619,0.004,0.024,5.70983816932575e-05,"down"
"RP11-120J1.1",1.37668367675929e-09,0.644304179949367,0.152,0.099,6.74340965387004e-05,"ns"
"BMP2K",1.50806419311536e-09,0.225205154879507,0.482,0.389,7.38695083713696e-05,"ns"
"CHCHD2",1.5100077182255e-09,-0.683962163276152,0.099,0.155,7.39647080618396e-05,"ns"
"MMD2",1.51656065277402e-09,-0.402189954364142,0.515,0.57,7.42856904548296e-05,"ns"
"ZNF544",1.52510956524945e-09,-5.86488462059388,0.001,0.018,7.47044418346138e-05,"down"
"PIK3R1",1.53523650962902e-09,0.259996568460189,0.302,0.226,7.52004899511581e-05,"ns"
"TLE1",1.54505587218582e-09,0.32543669236821,0.265,0.195,7.5681471787278e-05,"ns"
"MKNK2",1.55830033797233e-09,0.645237257989504,0.101,0.058,7.63302254548988e-05,"ns"
"MIR29B2CHG",1.56190305971566e-09,-8.19011040154111,0,0.016,7.6506697574052e-05,"down"
"ABHD18",1.56190311675594e-09,-8.3900064932843,0,0.016,7.65067003680564e-05,"down"
"AC119673.2",1.56190314527609e-09,-8.31205464579671,0,0.016,7.65067017650587e-05,"down"
"FAM198B-AS1",1.56190314527609e-09,-8.44419760919473,0,0.016,7.65067017650587e-05,"down"
"AC113414.1",1.56190314527609e-09,-8.65464422827482,0,0.016,7.65067017650587e-05,"down"
"ATP5F1A",1.56190314527609e-09,-8.49058133888428,0,0.016,7.65067017650587e-05,"down"
"RTL8C",1.56190314527609e-09,-8.31202958641059,0,0.016,7.65067017650587e-05,"down"
"RP11-946L20.4",1.5845013971204e-09,0.659615600716167,0.14,0.091,7.76136319351486e-05,"ns"
"RPL21",1.6643996379271e-09,-1.94026343552027,0.026,0.06,8.15272874645834e-05,"down"
"KIAA0319",1.69817307618991e-09,0.308645972808499,0.261,0.191,8.31816117910104e-05,"ns"
"RPL36A",1.75596508814721e-09,-3.43590312295185,0.003,0.022,8.60124379127148e-05,"down"
"CDC14A",1.75869928544941e-09,0.378146307438673,0.291,0.222,8.61463670991684e-05,"ns"
"SLC26A3",1.77435329686294e-09,0.177670162679483,0.552,0.444,8.69131475402372e-05,"ns"
"EPHX1",1.84921608032568e-09,0.453727887988102,0.217,0.157,9.05801512625926e-05,"ns"
"PLD2",1.9245827917392e-09,-1.02718711545285,0.048,0.09,9.42718388877612e-05,"down"
"ADRBK2",2.07670477823182e-09,0.61145163813046,0.164,0.111,0.000101723230152129,"ns"
"RP11-511B23.2",2.07674389253019e-09,1.12255412333887,0.078,0.042,0.000101725146087806,"up"
"TLE5",2.15135936974775e-09,-8.44344885568067,0,0.016,0.000105380036008354,"down"
"PSMA3-AS1",2.15135940903455e-09,-8.11630375761665,0,0.016,0.00010538003793274,"down"
"MIGA1",2.15135944832136e-09,-8.18691146593765,0,0.016,0.000105380039857125,"down"
"PILRB",2.15135944832136e-09,-8.41274872175329,0,0.016,0.000105380039857125,"down"
"PUM3",2.15135944832136e-09,-8.36699061776562,0,0.016,0.000105380039857125,"down"
"ATP5F1D",2.15135944832136e-09,-8.37265570813036,0,0.016,0.000105380039857125,"down"
"LINC00278",2.15523920163171e-09,0.715262946443128,0.079,0.041,0.000105570081813526,"ns"
"TMX2",2.21892889679851e-09,-5.34446081562332,0,0.017,0.000108689794151881,"down"
"C10orf10",2.23059787280671e-09,-1.93633841654394,0.006,0.029,0.000109261375603691,"down"
"ADK",2.26092096880063e-09,0.32378447130422,0.331,0.258,0.000110746691814761,"ns"
"FXR1",2.29742820573154e-09,0.406542537767927,0.211,0.149,0.000112534925801348,"ns"
"RP11-298J20.4",2.35474203560566e-09,0.812582133212108,0.093,0.053,0.000115342329130072,"ns"
"RP4-565E6.1",2.37078748228813e-09,0.866039717667746,0.1,0.059,0.000116128283244919,"ns"
"ZNF665",2.41993970304614e-09,0.868180729651302,0.102,0.06,0.000118535906474309,"ns"
"AC253572.1",2.49215514191897e-09,1.15183917523533,0.051,0.023,0.000122073235316617,"up"
"BCOR",2.50827358700743e-09,0.425276180521177,0.311,0.243,0.000122862765112385,"ns"
"CFL1",2.51729700409027e-09,-0.721495911648574,0.122,0.18,0.000123304759151353,"ns"
"MALAT1.1",2.53290407744922e-09,1.06650202179241,0.063,0.031,0.000124069240425695,"up"
"MTERF1",2.61645456405887e-09,0.500880730252529,0.181,0.125,0.000128161793911296,"ns"
"RP11-275H4.1",2.621639199841e-09,-1.7409737280862,0.018,0.048,0.000128415752925812,"down"
"RPL18",2.64225945314309e-09,-0.766082669680038,0.077,0.126,0.000129425794793308,"ns"
"PDK4",2.8805049719836e-09,0.28946883445525,0.171,0.115,0.000141095775042673,"ns"
"SUZ12P1",2.89841009149604e-09,0.34171344717706,0.334,0.266,0.000141972821511751,"ns"
"HNRNPU-AS1",2.91805400832378e-09,0.86302711362403,0.097,0.057,0.000142935039489724,"ns"
"FUT8",2.9580682264973e-09,0.257449691694556,0.461,0.377,0.000144895055938517,"ns"
"SELENOF",2.96336123393915e-09,-8.17171435210795,0,0.016,0.000145154323322041,"down"
"COPS9",2.96336123393915e-09,-8.25388448699963,0,0.016,0.000145154323322041,"down"
"AC138627.1",2.96336123393915e-09,-8.3186651793262,0,0.016,0.000145154323322041,"down"
"KIAA1468",3.01997477983028e-09,0.606622138140989,0.176,0.122,0.000147927424640427,"ns"
"ZNF37BP",3.2002027162367e-09,0.229410026619041,0.341,0.265,0.000156755529649422,"ns"
"MSRA",3.50438800587768e-09,-0.518244933787985,0.292,0.357,0.000171655437691906,"ns"
"MYEOV2",3.53188790172311e-09,0.378167660627309,0.17,0.114,0.000173002465090103,"ns"
"KCTD1",3.60145297306891e-09,0.450563745567313,0.155,0.103,0.000176409970979835,"ns"
"MGAT4C",3.65183210115912e-09,0.157598050546693,0.702,0.597,0.000178877691811077,"ns"
"ZFHX4",3.78576284834499e-09,0.182936350733937,0.502,0.408,0.000185438021600483,"ns"
"STRADA",3.79117949052934e-09,-4.20098660979083,0.002,0.02,0.000185703344984598,"down"
"NAV1",3.94658321677562e-09,-0.46994210015286,0.356,0.418,0.00019331548570732,"ns"
"ANKRD36",4.05711358147732e-09,0.382089519758458,0.214,0.153,0.000198729594561504,"ns"
"FTO",4.07543340411672e-09,0.253954681441431,0.388,0.31,0.000199626954433849,"ns"
"AL513217.1",4.08198060011429e-09,-8.50361489261756,0,0.015,0.000199947655735398,"down"
"AC079385.1",4.08198060011429e-09,-8.22921180205048,0,0.015,0.000199947655735398,"down"
"LINC01896",4.08198060011429e-09,-8.28348563039879,0,0.015,0.000199947655735398,"down"
"NDUFB8",4.08198067467253e-09,-8.22367538987375,0,0.015,0.000199947659387485,"down"
"AC079760.1",4.08198067467253e-09,-8.1967367025476,0,0.015,0.000199947659387485,"down"
"LCN12",4.08198067467253e-09,-8.45913728731991,0,0.015,0.000199947659387485,"down"
"EMSY",4.08198067467253e-09,-8.33323395355012,0,0.015,0.000199947659387485,"down"
"ZNF875",4.08198067467253e-09,-8.22273770619971,0,0.015,0.000199947659387485,"down"
"RBMX",4.0911382339126e-09,0.241983971957377,0.391,0.313,0.000200396224111741,"ns"
"PARD3B",4.28929113416266e-09,0.193443799493409,0.726,0.641,0.00021010234762469,"ns"
"GUSBP1",4.30924869908269e-09,0.457440293066612,0.268,0.206,0.000211079929027167,"ns"
"MYO1E",4.32693407937622e-09,-0.863363628643284,0.087,0.137,0.000211946212010086,"ns"
"ZNF331",4.34148374879877e-09,0.896126672262989,0.118,0.074,0.00021265889846741,"ns"
"LARGE",4.38446634012804e-09,0.32850696860221,0.312,0.244,0.000214764314738492,"ns"
"TOB1",4.46334178900665e-09,0.519614807452414,0.111,0.067,0.000218627870850913,"ns"
"LCOR",4.67165214553985e-09,0.415133802443002,0.255,0.192,0.000228831537044979,"ns"
"DNAJB1",4.98916842292102e-09,0.4370322835873,0.117,0.072,0.00024438443685994,"ns"
"CD63",5.0825079616047e-09,-0.737090566357986,0.166,0.226,0.000248956487483283,"ns"
"MAP7",5.23436457777541e-09,0.340097047351493,0.263,0.195,0.000256394880113173,"ns"
"FAM184A",5.55646495904955e-09,0.284814927552991,0.5,0.421,0.000272172323089124,"ns"
"ODR4",5.62307776704337e-09,-8.18089098482066,0,0.015,0.000275435218263085,"down"
"SELENOI",5.6230779724829e-09,-8.22112432931495,0,0.015,0.00027543522832613,"down"
"PCNX2",5.62307807520268e-09,-8.20142642315636,0,0.015,0.000275435233357653,"down"
"EEF1G",5.62307807520268e-09,-8.1599999245922,0,0.015,0.000275435233357653,"down"
"POU3F3",5.62307817792250e-09,-8.35275205313273,0,0.015,0.000275435238389178,"down"
"AC092902.4",5.62307817792250e-09,-8.33682766309593,0,0.015,0.000275435238389178,"down"
"AC108519.1",5.62307817792250e-09,-8.25746806931324,0,0.015,0.000275435238389178,"down"
"TUBB4B",5.91972979521634e-09,-1.06998223250029,0.048,0.088,0.000289966124559082,"down"
"TUBB2A",5.99977642496568e-09,-0.830095636405973,0.115,0.167,0.000293887048624094,"ns"
"LYVE1",6.07342511109335e-09,0.912528483035732,0.087,0.049,0.000297494582216685,"ns"
"RERG",6.26967149687663e-09,0.30718814686465,0.395,0.317,0.000307107318931508,"ns"
"ADPGK-AS1",6.56368504179537e-09,-1.32581170491816,0.046,0.085,0.000321508984402263,"down"
"MFHAS1",7.05172035579995e-09,-0.63710889384895,0.228,0.286,0.000345414418188149,"ns"
"KIAA0020",7.19767221927776e-09,0.779092971423825,0.142,0.095,0.000352563578316882,"ns"
"XPR1",7.38516438260132e-09,0.366659502246539,0.281,0.217,0.00036174750695296,"ns"
"PPP4R3A",7.74633589513971e-09,-8.09701540478608,0,0.015,0.000379438771151628,"down"
"CNPY2",7.74633603666654e-09,-8.1485843675726,0,0.015,0.000379438778084037,"down"
"ATP5F1C",7.74633603666654e-09,-8.14195853947228,0,0.015,0.000379438778084037,"down"
"CNTNAP3B",7.75169889697132e-09,0.35714677994047,0.185,0.128,0.000379701467070346,"ns"
"COPE",7.7902262805879e-09,-0.988339902327031,0.052,0.093,0.000381588653902037,"ns"
"NFIL3",8.11864509189128e-09,-2.30335337259102,0.007,0.029,0.000397675592536111,"down"
"MLLT10",8.33794477943144e-09,0.272213210745907,0.362,0.288,0.00040841754913089,"ns"
"LRRC1",8.56333376651694e-09,0.606675812585251,0.145,0.096,0.000419457777885299,"ns"
"NEBL",8.75016476914092e-09,0.136745285926744,0.815,0.731,0.00042860932088683,"ns"
"UQCR11",8.78173437288301e-09,-3.77626326496903,0.003,0.022,0.000430155694786928,"down"
"HSD17B7P2",8.90188642840679e-09,-0.893818546307278,0.076,0.122,0.00043604110292265,"ns"
"FAM208A",9.13224743971112e-09,0.717889584959763,0.11,0.068,0.00044732487633937,"ns"
"MAT2A",9.29223823485683e-09,0.373446402356,0.263,0.198,0.000455161705457992,"ns"
"ANKRD12",9.41542748902469e-09,-0.814839684317507,0.185,0.241,0.000461195884694897,"ns"
"FAM208B",9.8421768531088e-09,0.564385354009147,0.152,0.103,0.000482099348795828,"ns"
"PDE5A",9.90351519315551e-09,0.5003573176326,0.243,0.185,0.000485103884706336,"ns"
"MVD",1.04345188996747e-08,-0.964409011403601,0.073,0.118,0.000511114039262767,"ns"
"ATP5MG",1.06718542511652e-08,-8.23062043436366,0,0.014,0.000522739436784823,"down"
"PFKFB2",1.06718544461731e-08,-8.23096986322512,0,0.014,0.000522739446336895,"down"
"SMIM29",1.06718544461731e-08,-8.0257423323663,0,0.014,0.000522739446336895,"down"
"AL354740.1",1.06718544461731e-08,-8.33229005229322,0,0.014,0.000522739446336895,"down"
"PHPT1",1.06718544461731e-08,-8.06144562010769,0,0.014,0.000522739446336895,"down"
"AC005670.3",1.06718544461731e-08,-8.16840479722322,0,0.014,0.000522739446336895,"down"
"VPS50",1.06718546411809e-08,-8.2863324349064,0,0.014,0.000522739455888964,"down"
"ATP5MC2",1.06718546411809e-08,-8.154960109781,0,0.014,0.000522739455888964,"down"
"AC026188.1",1.07506145039914e-08,0.78413716478359,0.092,0.054,0.00052659735024901,"ns"
"USP3",1.1262985951587e-08,0.439905040095811,0.214,0.156,0.000551694840866588,"ns"
"H3F3B",1.16487288309796e-08,-0.687299919312437,0.145,0.2,0.000570589684327872,"ns"
"IPO9-AS1",1.16600795762957e-08,-0.725780265052677,0.142,0.197,0.000571145677885693,"ns"
